# t	phi1	phi2
0.000000000000000000e+00	4.115168460674875073e-01	5.769313452364557282e-01
2.825753078869385274e-03	4.117044804440534445e-01	5.771361084788234619e-01
2.971907230139267386e-02	4.134189259000724537e-01	5.790139732178932741e-01
7.193989065378811332e-02	4.158787398857351492e-01	5.817324768747090813e-01
1.287387331843098948e-01	4.188223663177313982e-01	5.850299690456058910e-01
2.011513863252055723e-01	4.221080937378720033e-01	5.887791164024102075e-01
2.922290916620905454e-01	4.257010791676262840e-01	5.929769766927306396e-01
3.922290916620905232e-01	4.291568196688701486e-01	5.971255321225489299e-01
4.922290916620905010e-01	4.322490945009151986e-01	6.009387689210318184e-01
5.922290916620904788e-01	4.350723492299658490e-01	6.045078101047876018e-01
6.922290916620904566e-01	4.376841866555366001e-01	6.078862980090066204e-01
7.922290916620904344e-01	4.401209522951664010e-01	6.111064776366065265e-01
8.922290916620904122e-01	4.424066377657990268e-01	6.141883622613254490e-01
9.922290916620903900e-01	4.445579741004197505e-01	6.171449568876450353e-01
1.092229091662090479e+00	4.465873517028992046e-01	6.199852349759038539e-01
1.192229091662090568e+00	4.485044999190040960e-01	6.227158346358524499e-01
1.292229091662090656e+00	4.503174581863128023e-01	6.253420250021491933e-01
1.392229091662090745e+00	4.520331421542272410e-01	6.278682567145097426e-01
1.492229091662090834e+00	4.536576778582975256e-01	6.302984754554363800e-01
1.592229091662090923e+00	4.551966027329329423e-01	6.326363005574496823e-01
1.692229091662091012e+00	4.566549898735590141e-01	6.348851268270523374e-01
1.792229091662091101e+00	4.580375277892462238e-01	6.370481827237191030e-01
1.892229091662091189e+00	4.593485740965097541e-01	6.391285637733792324e-01
1.992229091662091278e+00	4.605921937341793115e-01	6.411292519664247846e-01
2.092229091662091367e+00	4.617721877848423584e-01	6.430531272558402955e-01
2.192229091662091456e+00	4.628921164201536542e-01	6.449029746295540377e-01
2.292229091662091545e+00	4.639553180181929526e-01	6.466814887260514677e-01
2.392229091662091633e+00	4.649649256592885971e-01	6.483912771052383617e-01
2.492229091662091722e+00	4.659238817231858842e-01	6.500348627989563921e-01
2.592229091662091811e+00	4.668349510315791262e-01	6.516146864885792311e-01
2.692229091662091900e+00	4.677007328182247181e-01	6.531331085001574888e-01
2.792229091662091989e+00	4.685236717140865981e-01	6.545924107189771135e-01
2.892229091662092078e+00	4.693060678786764583e-01	6.559947984756777650e-01
2.992229091662092166e+00	4.700500863746206459e-01	6.573424024284592049e-01
3.092229091662092255e+00	4.707577658611783455e-01	6.586372804508068279e-01
3.192229091662092344e+00	4.714310266686132511e-01	6.598814195261392124e-01
3.292229091662092433e+00	4.720716783059156763e-01	6.610767376467246992e-01
3.392229091662092522e+00	4.726814264476224547e-01	6.622250857123603840e-01
3.492229091662092610e+00	4.732618794403670726e-01	6.633282494236584226e-01
3.592229091662092699e+00	4.738145543657215075e-01	6.643879511647803326e-01
3.692229091662092788e+00	4.743408826925147870e-01	6.654058518707776093e-01
3.792229091662092877e+00	4.748422155489205876e-01	6.663835528751635984e-01
3.892229091662092966e+00	4.753198286420758922e-01	6.673225977338597126e-01
3.992229091662093055e+00	4.757749268507369678e-01	6.682244740221781054e-01
4.092229091662092699e+00	4.762086485144532699e-01	6.690906151019955228e-01
4.192229091662092344e+00	4.766220694409030179e-01	6.699224018567281336e-01
