# t	phi1	phi2
0.000000000000000000e+00	1.129129517897467849e+00	2.132777665947855894e+00
2.589125953859986937e-02	1.147253264320460042e+00	2.160821373441857762e+00
1.258912595385998645e-01	1.214962909525856505e+00	2.271698823939044320e+00
2.258912595385998701e-01	1.279547270483072596e+00	2.387529741970231711e+00
3.258912595385998756e-01	1.341517018917777859e+00	2.509421256743169959e+00
4.258912595385998534e-01	1.401206837430565511e+00	2.638427312300916761e+00
5.258912595385998312e-01	1.458834979737618109e+00	2.775584584337006167e+00
6.258912595385998090e-01	1.514539653230592364e+00	2.921910277986057292e+00
7.258912595385997868e-01	1.568403479532257228e+00	3.078364548016895963e+00
8.258912595385997646e-01	1.620473167017116634e+00	3.245775729919182062e+00
9.258912595385997424e-01	1.670779213109468531e+00	3.424726214334804730e+00
1.025891259538599831e+00	1.719358896568934814e+00	3.615401993876305564e+00
1.125891259538599920e+00	1.766284233948701266e+00	3.817421187444979935e+00
1.225891259538600009e+00	1.811694386103417376e+00	4.029675543262563941e+00
1.325891259538600098e+00	1.855829057055842668e+00	4.250237818181045846e+00
1.425891259538600186e+00	1.899056364791458895e+00	4.476393697319239529e+00
1.525891259538600275e+00	1.941887044031857412e+00	4.704834638796057789e+00
1.625891259538600364e+00	1.984968474955534301e+00	4.931995378398407404e+00
1.725891259538600453e+00	2.029057430849527499e+00	5.154458870724481834e+00
1.825891259538600542e+00	2.074977617150919773e+00	5.369319494054306752e+00
1.925891259538600631e+00	2.123573354070397379e+00	5.574414847397727080e+00
2.025891259538600497e+00	2.175671378836365299e+00	5.768393806971531035e+00
2.125891259538600586e+00	2.232058874381253943e+00	5.950646859467345173e+00
2.225891259538600675e+00	2.293480033632992132e+00	6.121155591873378654e+00
2.325891259538600764e+00	2.360648544558612727e+00	6.280317943142495807e+00
2.425891259538600853e+00	2.434270723839984552e+00	6.428787889774249642e+00
2.525891259538600941e+00	2.515073462643703905e+00	6.567347693884443949e+00
2.625891259538601030e+00	2.603831691820649663e+00	6.696815901538239579e+00
2.725891259538601119e+00	2.701390692997854170e+00	6.817986453503348088e+00
2.825891259538601208e+00	2.808678560426645543e+00	6.931591771152921133e+00
2.925891259538601297e+00	2.926703108379253404e+00	7.038283162038895036e+00
3.025891259538601386e+00	3.056525519666929647e+00	7.138623629739523579e+00
3.125891259538601474e+00	3.199200498410446514e+00	7.233090210180819213e+00
3.225891259538601563e+00	3.355670887785437095e+00	7.322084832656308606e+00
3.325891259538601652e+00	3.526606252007185027e+00	7.405954140575966349e+00
3.425891259538601741e+00	3.712184039273060954e+00	7.485019348114049009e+00
3.525891259538601830e+00	3.911833308825349853e+00	7.559616491244235625e+00
3.625891259538601918e+00	4.123995249917054018e+00	7.630144740088101507e+00
3.725891259538602007e+00	4.345990610347471694e+00	7.697115741778718601e+00
3.825891259538602096e+00	4.574094089937362106e+00	7.761191812865495088e+00
3.925891259538602185e+00	4.803868750324789438e+00	7.823198728118994971e+00
4.025891259538601830e+00	5.030709748014938754e+00	7.884103582670753951e+00
4.125891259538601474e+00	5.250441583259358502e+00	7.944959834012983002e+00
4.225891259538601119e+00	5.459783378179302815e+00	8.006834551380508813e+00
4.325891259538600764e+00	5.656566631747197427e+00	8.070739320276047124e+00
4.425891259538600409e+00	5.839704889181790648e+00	8.137582736790474058e+00
4.525891259538600053e+00	6.008998290572225009e+00	8.208152354085060054e+00
4.625891259538599698e+00	6.164875514265520273e+00	8.283123707481109932e+00
4.725891259538599343e+00	6.308149222297502412e+00	8.363087997659805595e+00
4.825891259538598987e+00	6.439822282619298122e+00	8.448588739204259568e+00
4.925891259538598632e+00	6.560952224162718949e+00	8.540159415362252204e+00
5.025891259538598277e+00	6.672565776888151667e+00	8.638356807626969669e+00
5.125891259538597922e+00	6.775610504010816548e+00	8.743786800666693892e+00
5.225891259538597566e+00	6.870931382685538935e+00	8.857120535702254216e+00
5.325891259538597211e+00	6.959263092337255152e+00	8.979098762139447132e+00
5.425891259538596856e+00	7.041231848857099074e+00	9.110521326177169144e+00
5.525891259538596501e+00	7.117363179673610318e+00	9.252217279517404691e+00
5.625891259538596145e+00	7.188093947083665114e+00	9.404989642504547831e+00
5.725891259538595790e+00	7.253788258433461422e+00	9.569528380201848705e+00
5.825891259538595435e+00	7.314757690951410929e+00	9.746287249777138229e+00
5.925891259538595079e+00	7.371286425945009491e+00	9.935327033524940177e+00
6.025891259538594724e+00	7.423661230803435096e+00	1.013614114324411908e+01
6.125891259538594369e+00	7.472204559270384294e+00	1.034749889037063220e+01
6.225891259538594014e+00	7.517306496723032083e+00	1.056736017745136280e+01
6.325891259538593658e+00	7.559448712026307859e+00	1.079291929412993767e+01
6.425891259538593303e+00	7.599212639986921758e+00	1.102081053925035192e+01
6.525891259538592948e+00	7.637266479147798215e+00	1.124745405664834585e+01
6.625891259538592593e+00	7.674331412428962551e+00	1.146946056717105655e+01
6.725891259538592237e+00	7.711134441280455221e+00	1.168398577233556068e+01
6.825891259538591882e+00	7.748359711341821665e+00	1.188894881299228423e+01
6.925891259538591527e+00	7.786609855283899151e+00	1.208308785004089714e+01
7.025891259538591171e+00	7.826384346742858433e+00	1.226588246581654396e+01
7.125891259538590816e+00	7.868075955576516733e+00	1.243740060352982368e+01
7.225891259538590461e+00	7.911981845349731479e+00	1.259812546145574075e+01
7.325891259538590106e+00	7.958323836458031764e+00	1.274879920321205873e+01
7.425891259538589750e+00	8.007272540682485840e+00	1.289030011647303020e+01
7.525891259538589395e+00	8.058971453363019677e+00	1.302355549024251857e+01
7.625891259538589040e+00	8.113558741439009125e+00	1.314948508687955808e+01
7.725891259538588685e+00	8.171185846544851472e+00	1.326896774208423224e+01
7.825891259538588329e+00	8.232032948306398978e+00	1.338282400341541134e+01
7.925891259538587974e+00	8.296321833203782248e+00	1.349180914094063866e+01
8.025891259538587619e+00	8.364326898008890510e+00	1.359661242116703228e+01
8.125891259538587263e+00	8.436384993345901862e+00	1.369785984965031567e+01
8.225891259538586908e+00	8.512904658207929742e+00	1.379611856942081261e+01
8.325891259538586553e+00	8.594375044285865073e+00	1.389190178726733649e+01
8.425891259538586198e+00	8.681374473491239030e+00	1.398567356197838230e+01
8.525891259538585842e+00	8.774578069605148301e+00	1.407785310321570726e+01
8.625891259538585487e+00	8.874763177074498799e+00	1.416881846253336619e+01
8.725891259538585132e+00	8.982810218348530995e+00	1.425890970565410498e+01
8.825891259538584777e+00	9.099695127542776873e+00	1.434843188832138416e+01
8.925891259538584421e+00	9.226467462766208882e+00	1.443765846364754246e+01
9.025891259538584066e+00	9.364205859698962797e+00	1.452683616371620090e+01
9.125891259538583711e+00	9.513940224851081595e+00	1.461619292781108825e+01
9.225891259538583355e+00	9.676529455102160782e+00	1.470595102125359865e+01
9.325891259538583000e+00	9.852487327755309110e+00	1.479634787399741569e+01
9.425891259538582645e+00	1.004176153879024014e+01	1.488766690024572092e+01
9.525891259538582290e+00	1.024349485367334367e+01	1.498027894528793169e+01
9.625891259538581934e+00	1.045583019876818476e+01	1.507469141912409860e+01
9.725891259538581579e+00	1.067584799667330309e+01	1.517159680541426425e+01
9.825891259538581224e+00	1.089971684823556153e+01	1.527190696910417600e+01
9.925891259538580869e+00	1.112307705697423543e+01	1.537675803556773779e+01
1.002589125953858051e+01	1.134157694309334552e+01	1.548747546475269843e+01
1.012589125953858016e+01	1.155140443179835685e+01	1.560549920012419811e+01
1.022589125953857980e+01	1.174965904963388397e+01	1.573227872374523351e+01
1.032589125953857945e+01	1.193449055828065219e+01	1.586915145471163413e+01
1.042589125953857909e+01	1.210503016048728142e+01	1.601721422265138273e+01
1.052589125953857874e+01	1.226119931988769096e+01	1.617719147159064264e+01
1.062589125953857838e+01	1.240348515040911437e+01	1.634930219972766352e+01
1.072589125953857803e+01	1.253274202709068064e+01	1.653313440430001080e+01
1.082589125953857767e+01	1.265004412247656873e+01	1.672754961839679311e+01
1.092589125953857732e+01	1.275658811783008062e+01	1.693065372551490100e+01
1.102589125953857696e+01	1.285363228383738843e+01	1.713987212854508257e+01
1.112589125953857661e+01	1.294245494605456059e+01	1.735214776971268336e+01
1.122589125953857625e+01	1.302431872920374012e+01	1.756424093773475903e+01
1.132589125953857589e+01	1.310043385158573059e+01	1.777306811296015354e+01
1.142589125953857554e+01	1.317192096704560811e+01	1.797599844008533410e+01
1.152589125953857518e+01	1.323977874400259402e+01	1.817104351132893569e+01
1.162589125953857483e+01	1.330486210545133652e+01	1.835691804701220775e+01
1.172589125953857447e+01	1.336787452686737865e+01	1.853299093175183643e+01
1.182589125953857412e+01	1.342937407068718692e+01	1.869916897225533603e+01
1.192589125953857376e+01	1.348978989724846578e+01	1.885575681983187124e+01
1.202589125953857341e+01	1.354944473956748396e+01	1.900332435361111649e+01
1.212589125953857305e+01	1.360857910590260289e+01	1.914259775939566310e+01
1.222589125953857270e+01	1.366737410758606863e+01	1.927437876742811085e+01
1.232589125953857234e+01	1.372597113762240006e+01	1.939948968221476733e+01
1.242589125953857199e+01	1.378448773970537999e+01	1.951873904220489564e+01
1.252589125953857163e+01	1.384302976020693166e+01	1.963290240013105858e+01
1.262589125953857128e+01	1.390170028649016132e+01	1.974271350296370287e+01
1.272589125953857092e+01	1.396060603249093823e+01	1.984886226582744939e+01
1.282589125953857057e+01	1.401986183357638360e+01	1.995199698225522766e+01
1.292589125953857021e+01	1.407959383406300091e+01	2.005272905235274195e+01
1.302589125953856986e+01	1.413994184346496574e+01	2.015163912552145220e+01
1.312589125953856950e+01	1.420106123060443082e+01	2.024928397950228032e+01
1.322589125953856914e+01	1.426312463184557977e+01	2.034620373762023249e+01
1.332589125953856879e+01	1.432632367518499095e+01	2.044292920085540644e+01
1.342589125953856843e+01	1.439087086488061473e+01	2.053998917008356173e+01
1.352589125953856808e+01	1.445700172840785314e+01	2.063791767533182409e+01
1.362589125953856772e+01	1.452497729444747421e+01	2.073726102261835536e+01
1.372589125953856737e+01	1.459508694256118666e+01	2.083858451611235552e+01
1.382589125953856701e+01	1.466765163703398933e+01	2.094247860771908165e+01
1.392589125953856666e+01	1.474302752317345799e+01	2.104956405452244894e+01
1.402589125953856630e+01	1.482160981690648249e+01	2.116049540739918200e+01
1.412589125953856595e+01	1.490383684823471633e+01	2.127596178854224007e+01
1.422589125953856559e+01	1.499019401277034547e+01	2.139668342180532079e+01
1.432589125953856524e+01	1.508121722447540414e+01	2.152340175653474574e+01
1.442589125953856488e+01	1.517749522046321253e+01	2.165686032066751210e+01
1.452589125953856453e+01	1.527966970899830734e+01	2.179777280126562644e+01
1.462589125953856417e+01	1.538843182824227362e+01	2.194677460588420104e+01
1.472589125953856382e+01	1.550451264622587111e+01	2.210435488743415533e+01
1.482589125953856346e+01	1.562866445521802028e+01	2.227076856842283092e+01
1.492589125953856311e+01	1.576162845987784422e+01	2.244593319500586048e+01
1.502589125953856275e+01	1.590408342235243389e+01	2.262932385278872616e+01
1.512589125953856239e+01	1.605656965581546558e+01	2.281988959054019972e+01
1.522589125953856204e+01	1.621938486736957685e+01	2.301602275484762217e+01
1.532589125953856168e+01	1.639245471802931320e+01	2.321561175379684983e+01
1.542589125953856133e+01	1.657519310290545889e+01	2.341619221809977702e+01
1.552589125953856097e+01	1.676638374583392022e+01	2.361518208022334520e+01
1.562589125953856062e+01	1.696412887388072832e+01	2.381015384225357323e+01
1.572589125953856026e+01	1.716591032081434776e+01	2.399907938004002617e+01
1.582589125953855991e+01	1.736878311638346517e+01	2.418049047569286714e+01
1.592589125953855955e+01	1.756967508747948870e+01	2.435352837944539672e+01
1.602589125953856097e+01	1.776572080362061001e+01	2.451789205307967734e+01
1.612589125953856239e+01	1.795454256562934958e+01	2.467372042400157994e+01
1.622589125953856382e+01	1.813441545715757641e+01	2.482145121300121104e+01
1.632589125953856524e+01	1.830430105820834541e+01	2.496169062558879759e+01
1.642589125953856666e+01	1.846377683865776120e+01	2.509511291902774843e+01
1.652589125953856808e+01	1.861290766267639896e+01	2.522239451427422807e+01
1.662589125953856950e+01	1.875210272686658186e+01	2.534417805427209203e+01
1.672589125953857092e+01	1.888198657149319004e+01	2.546105801512787536e+01
1.682589125953857234e+01	1.900329719529569061e+01	2.557357951770268656e+01
1.692589125953857376e+01	1.911681318627951498e+01	2.568224386826792127e+01
1.702589125953857518e+01	1.922330594229246259e+01	2.578751661744689727e+01
1.712589125953857661e+01	1.932351109772696418e+01	2.588983581750044038e+01
1.722589125953857803e+01	1.941811346576238506e+01	2.598961945793123363e+01
1.732589125953857945e+01	1.950774087297104487e+01	2.608727182509384690e+01
1.742589125953858087e+01	1.959296348511766084e+01	2.618318891389480996e+01
1.752589125953858229e+01	1.967429628305538714e+01	2.627776316689218916e+01
1.762589125953858371e+01	1.975220315640175883e+01	2.637138783850071988e+01
1.772589125953858513e+01	1.982710165436499850e+01	2.646446124927355470e+01
1.782589125953858655e+01	1.989936781659595511e+01	2.655739114550265967e+01
